submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
03/19/2020,AK,11,,,3,,1,,,0,,03/19/2020 12:00:00 AM,N/A,N/A
08/22/2020,MA,"115,850","115,850",,109,,"8,934","8,729",205,16,0,08/24/2020 12:00:00 AM,Agree,Agree
08/05/2020,AS,0,,,0,0,0,,,0,0,08/06/2020 02:12:27 PM,,
11/30/2020,AR,"157,359",,,1112,146,"2,502",,,32,2,12/01/2020 03:26:07 PM,Not agree,Not agree
01/24/2021,MA,"500,037","475,925","24,112",3944,194,"14,318","14,027",291,60,1,01/26/2021 12:00:00 AM,Agree,Agree
11/26/2020,MP,104,104,0,0,0,2,2,0,0,0,11/27/2020 03:07:59 PM,Agree,Agree
06/24/2021,HI,"36,157",,,53,-2,510,,,0,0,06/25/2021 03:01:46 PM,Not agree,Not agree
03/11/2020,HI,2,,,0,0,0,,,0,,03/11/2020 12:00:00 AM,Not agree,Not agree
11/11/2020,AK,"20,388",,,490,0,142,,,6,0,11/11/2020 12:00:00 AM,N/A,N/A
03/19/2021,FL,"1,962,360",,,5046,"1,419","32,651",,,53,3,03/20/2021 02:03:21 PM,Not agree,Not agree
05/16/2020,KS,"7,886","7,886",0,0,0,172,,,0,0,05/17/2020 03:27:46 PM,Agree,N/A
04/04/2021,AS,0,,,0,0,0,,,0,0,04/05/2021 01:43:02 PM,,
01/31/2020,KS,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,N/A
08/24/2020,MP,54,54,0,0,0,2,2,0,0,0,08/25/2020 02:02:54 PM,Agree,Agree
07/06/2021,GA,"1,136,893","905,068","231,825",344,93,"21,457","18,534","2,923",5,0,07/07/2021 02:48:49 PM,Agree,Agree
04/30/2021,MP,168,168,0,4,0,2,2,0,0,0,05/01/2021 01:43:22 PM,Agree,Agree
04/29/2021,OK,"448,967","354,269","94,698",243,63,"7,256","6,176","1,080",1,0,04/30/2021 12:00:00 AM,Agree,Agree
07/11/2020,AR,"27,864",,,1061,0,319,,,6,0,07/12/2020 03:13:57 PM,Not agree,Not agree
05/10/2020,AS,0,,,0,0,0,,,0,0,05/11/2020 09:26:08 PM,,
02/21/2021,HI,"27,075",,,64,0,428,,,1,0,02/22/2021 02:53:38 PM,Not agree,Not agree
05/09/2021,AR,"337,510",,,95,23,"5,761",,,1,0,05/10/2021 02:15:36 PM,Not agree,Not agree
09/27/2020,TX,"735,132",,,1694,0,"16,754",,,38,0,09/29/2020 12:00:00 AM,Not agree,Not agree
10/09/2020,UT,"83,290","83,290",0,1343,0,505,501,4,4,0,10/10/2020 01:30:17 PM,Agree,Agree
11/11/2020,MP,100,100,0,0,0,2,2,0,0,0,11/12/2020 02:55:21 PM,Agree,Agree
04/04/2020,MP,8,,,0,,1,,,0,,04/03/2020 04:22:39 PM,Agree,Agree
02/15/2020,KS,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,N/A
09/18/2020,GA,"317,825","301,043","16,782",2207,369,"6,537","6,537",0,63,0,09/19/2020 10:00:26 AM,Agree,Agree
05/04/2020,WV,"1,224","1,224",0,29,0,50,,,0,0,05/05/2020 05:25:08 PM,Agree,Not agree
03/14/2021,HI,"28,268",,,50,0,448,,,1,0,03/15/2021 02:03:45 PM,Not agree,Not agree
07/16/2021,WV,"164,933","128,876","36,057",90,11,"2,919",,,2,1,07/17/2021 01:43:02 PM,Agree,Not agree
08/07/2020,PW,0,,,0,0,0,,,0,0,08/08/2020 02:58:44 PM,,
07/15/2020,PR,"10,574","3,119","7,455",195,119,172,75,97,1,1,07/16/2020 02:22:21 PM,Agree,Agree
06/26/2020,MA,"103,071","103,071",,149,,"8,053","7,853",200,21,0,06/28/2020 12:00:00 AM,Agree,Agree
11/01/2020,CO,"107,350","100,220","7,130",0,0,"2,285","1,893",392,0,0,11/02/2020 02:53:09 PM,Agree,Agree
04/03/2020,UT,"1,246",,,81,,7,,,0,,04/03/2020 04:22:39 PM,Agree,Agree
02/06/2021,FL,"1,739,276",,,7345,"1,653","27,599",,,142,17,02/07/2021 02:46:31 PM,Not agree,Not agree
09/19/2020,AS,0,,,0,0,0,,,0,0,09/20/2020 01:53:10 PM,,
07/14/2020,OK,"30,171",,,1105,0,501,499,2,5,0,07/15/2020 12:00:00 AM,Not agree,Agree
12/18/2020,MP,115,115,0,0,0,2,2,0,0,0,12/19/2020 02:42:31 PM,Agree,Agree
08/05/2020,PW,0,,,0,0,0,,,0,0,08/06/2020 02:12:27 PM,,
07/04/2021,NYC,"956,553","788,554","167,999",164,20,"33,435","28,340","5,095",5,2,07/05/2021 02:30:02 PM,Agree,Agree
04/05/2021,MP,159,159,0,0,0,2,2,0,0,0,04/06/2021 01:43:58 PM,Agree,Agree
12/12/2020,NYC,"365,129","330,703","34,426",4055,905,"24,308","19,610","4,698",28,3,12/10/2020 12:00:00 AM,Agree,Agree
01/28/2021,TX,"2,310,952",,,18220,"3,228","40,379",,,279,0,01/30/2021 12:00:00 AM,Not agree,Not agree
02/15/2021,HI,"26,803",,,31,0,423,,,0,0,02/16/2021 02:53:06 PM,Not agree,Not agree
03/29/2021,PW,0,,,0,0,0,,,0,0,03/30/2021 02:06:13 PM,,
06/30/2020,MP,30,30,0,0,0,2,2,0,0,0,07/01/2020 03:45:16 PM,Agree,Agree
09/05/2020,KS,"45,220","43,839","1,381",0,-39,481,,,0,0,09/06/2020 02:09:04 PM,Agree,N/A
05/17/2020,AS,0,,,0,0,0,,,0,0,05/18/2020 04:01:54 PM,,
11/06/2020,PW,0,,,0,0,0,,,0,0,11/07/2020 02:45:17 PM,,
07/22/2021,KS,"326,497","262,743","63,754",769,132,"5,218",,,0,0,07/23/2021 01:48:31 PM,Agree,N/A
06/11/2020,MP,30,30,0,0,0,2,2,0,0,0,06/12/2020 02:17:59 PM,Agree,Agree
03/03/2020,PR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/05/2021,AK,"47,121",,,209,0,290,,,0,0,01/05/2021 12:00:00 AM,N/A,N/A
04/07/2021,MP,160,160,0,0,0,2,2,0,0,0,04/08/2021 01:46:50 PM,Agree,Agree
02/18/2020,AR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
05/17/2020,PW,0,,,0,0,0,,,0,0,05/18/2020 04:01:54 PM,,
11/13/2020,HI,"16,274",,,103,0,221,,,0,0,11/14/2020 02:44:40 PM,Not agree,Not agree
03/16/2021,AK,"58,317",,,105,0,331,,,0,0,03/16/2021 12:00:00 AM,N/A,N/A
01/07/2021,KS,"236,818","197,087","39,731",0,0,"3,027",,,0,0,01/08/2021 03:56:01 PM,Agree,N/A
03/28/2021,HI,"29,528",,,102,0,459,,,0,0,03/29/2021 01:48:56 PM,Not agree,Not agree
07/07/2021,OK,"460,131","362,721","97,410",456,114,"7,407","6,313","1,094",1,0,07/08/2021 02:26:57 PM,Agree,Agree
05/10/2020,KS,"6,984","6,984",0,233,0,157,,,0,0,05/11/2020 09:26:08 PM,Agree,N/A
03/15/2020,UT,21,,,15,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
12/23/2020,WV,"75,936","62,419","13,517",1199,440,"1,194",,,23,4,12/24/2020 02:31:20 PM,Agree,Not agree
03/26/2021,AS,0,,,-4,0,0,,,0,0,03/27/2021 02:01:18 PM,,
04/17/2020,CO,"9,047",,,465,,391,,,18,,04/17/2020 04:22:39 PM,Agree,Agree
05/30/2021,KS,"314,207","253,695","60,512",105,0,"5,076",,,0,0,05/31/2021 01:43:43 PM,Agree,N/A
05/27/2021,WV,"161,046","125,979","35,067",269,38,"2,792",,,4,1,05/28/2021 01:29:21 PM,Agree,Not agree
11/16/2020,KS,"122,741","108,024","14,717",7234,"1,124","1,266",,,7,0,11/17/2020 02:52:47 PM,Agree,N/A
02/06/2020,WV,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
04/26/2021,AR,"334,769",,,63,11,"5,720",,,2,1,04/27/2021 01:56:18 PM,Not agree,Not agree
03/31/2021,PW,0,,,0,0,0,,,0,0,04/01/2021 02:13:30 PM,,
01/09/2021,AK,"48,571",,,374,0,297,,,1,0,01/09/2021 12:00:00 AM,N/A,N/A
12/21/2020,HI,"20,025",,,132,0,280,,,0,0,12/22/2020 02:35:48 PM,Not agree,Not agree
04/10/2021,PW,0,,,0,0,0,,,0,0,04/11/2021 01:50:11 PM,,
04/24/2020,OK,"3,788",,,89,0,209,209,0,7,0,05/26/2021 01:02:35 PM,Not agree,Agree
02/03/2021,AK,"53,116",,,176,0,308,,,0,0,02/03/2021 12:00:00 AM,N/A,N/A
01/28/2020,PW,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
02/21/2021,GA,"985,505","804,812","180,693",1758,295,"16,744","14,633","2,111",2,-2,02/22/2021 02:53:38 PM,Agree,Agree
06/17/2020,MP,30,30,0,0,0,2,2,0,0,0,06/18/2020 05:16:14 PM,Agree,Agree
05/26/2021,AR,"340,698",,,183,71,"5,827",,,3,1,05/27/2021 01:41:41 PM,Not agree,Not agree
02/07/2020,TX,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
12/17/2020,NYC,"384,134","345,308","38,826",4614,946,"24,469","19,762","4,707",34,2,12/15/2020 12:00:00 AM,Agree,Agree
10/12/2020,PR,"54,540","27,139","27,401",306,171,738,557,181,3,0,10/13/2020 01:29:38 PM,Agree,Agree
04/17/2021,MP,162,162,0,0,0,2,2,0,0,0,04/18/2021 01:41:35 PM,Agree,Agree
02/12/2020,FL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
03/02/2020,PR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
04/27/2020,MA,"56,462","56,462",0,1524,0,"3,664","3,563",101,162,5,05/12/2021 01:46:26 PM,Agree,Agree
05/28/2020,MA,"94,895","94,895",0,675,0,"7,068","6,875",193,52,0,05/30/2020 12:00:00 AM,Agree,Agree
04/29/2021,TX,"2,879,712",,,3572,992,"49,913",,,39,0,05/01/2021 12:00:00 AM,Not agree,Not agree
08/28/2020,OK,"61,661",,,829,0,998,990,8,11,0,08/29/2020 12:00:00 AM,Not agree,Agree
06/26/2021,CO,"556,542","517,638","38,904",571,202,"6,770","5,976",794,4,1,06/28/2021 01:23:06 PM,Agree,Agree
03/31/2021,PR,"107,470","97,966","9,504",365,112,"2,118","1,804",314,5,1,04/01/2021 02:13:30 PM,Agree,Agree
08/03/2020,NYC,"229,314","223,792","5,522",201,12,"23,280","18,666","4,614",8,1,08/01/2020 12:00:00 AM,Agree,Agree
08/18/2020,NYC,"233,188","227,341","5,847",159,19,"23,347","18,721","4,626",5,0,08/16/2020 12:00:00 AM,Agree,Agree
11/26/2020,KS,"147,797","128,149","19,648",0,0,"1,503",,,0,0,11/27/2020 03:07:59 PM,Agree,N/A
07/21/2021,MP,183,183,0,0,0,2,2,0,0,0,07/22/2021 03:06:50 PM,Agree,Agree
08/14/2020,PW,0,,,0,0,0,,,0,0,08/15/2020 02:02:05 PM,,
04/01/2021,AK,"60,768",,,230,0,340,,,0,0,04/01/2021 12:00:00 AM,N/A,N/A
08/14/2020,PR,"25,695","11,069","14,626",567,228,329,201,128,12,3,08/15/2020 02:02:05 PM,Agree,Agree
07/11/2021,NYC,"959,311","790,688","168,623",438,101,"33,460","28,363","5,097",6,1,07/12/2021 02:22:55 PM,Agree,Agree
06/13/2020,TX,"86,011",,,2331,0,"2,287",,,39,0,06/15/2020 12:00:00 AM,Not agree,Not agree
05/25/2021,PW,0,,,0,0,0,,,0,0,05/26/2021 01:48:32 PM,,
09/19/2020,AK,"6,753",,,94,0,61,,,1,0,09/19/2020 12:00:00 AM,N/A,N/A
01/20/2021,FL,"1,571,840",,,11825,0,"24,578",,,142,0,01/21/2021 02:44:32 PM,Not agree,Not agree
12/08/2020,UT,"219,971","219,971",0,2333,0,972,955,17,23,-1,12/09/2020 02:45:40 PM,Agree,Agree
01/22/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
11/28/2020,TX,"1,259,657",,,4325,301,"23,898",,,177,0,11/30/2020 12:00:00 AM,Not agree,Not agree
03/24/2020,HI,102,,,9,0,0,,,0,,03/26/2020 12:22:39 PM,Not agree,Not agree
08/15/2020,NYC,"232,565","226,773","5,792",311,34,"23,332","18,708","4,624",6,3,08/13/2020 12:00:00 AM,Agree,Agree
08/13/2020,GA,"234,964","226,611","8,353",2816,200,"4,538","4,538",0,82,0,08/14/2020 10:30:03 AM,Agree,Agree
05/27/2020,OK,"6,972",,,111,0,354,354,0,4,0,05/28/2020 12:00:00 AM,Not agree,Agree
11/07/2020,FL,"825,906",,,4380,"1,139","17,100",,,86,8,11/08/2020 02:40:34 PM,Not agree,Not agree
05/27/2020,AS,0,,,0,0,0,,,0,0,05/28/2020 03:12:25 PM,,
07/18/2020,PW,0,,,0,0,0,,,0,0,07/19/2020 03:05:47 PM,,
09/22/2020,GA,"323,859","306,533","17,326",1209,207,"6,677","6,677",0,73,0,09/23/2020 09:51:22 AM,Agree,Agree
05/13/2021,HI,"33,835",,,73,0,486,,,0,0,05/14/2021 02:07:22 PM,Not agree,Not agree
07/01/2020,NYC,"218,279","213,350","4,929",456,19,"22,973","18,401","4,572",19,3,06/29/2020 12:00:00 AM,Agree,Agree
10/14/2020,TX,"805,082",,,4826,0,"17,816",,,75,0,10/16/2020 12:00:00 AM,Not agree,Not agree
02/05/2020,PW,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
01/21/2021,AR,"279,220",,,3106,"1,150","4,496",,,55,23,01/22/2021 02:51:49 PM,Not agree,Not agree
06/16/2020,UT,"15,141","15,141",0,315,0,146,146,0,2,0,06/17/2020 03:06:04 PM,Agree,Agree
12/15/2020,AK,"40,876",,,272,0,262,,,3,0,12/15/2020 12:00:00 AM,N/A,N/A
08/17/2020,MP,54,54,0,1,0,2,2,0,0,0,08/18/2020 02:26:55 PM,Agree,Agree
05/29/2021,NYC,"949,070","782,745","166,325",322,73,"33,221","28,147","5,074",10,0,05/27/2021 12:00:00 AM,Agree,Agree
01/07/2021,TX,"1,891,741",,,24578,"4,473","33,467",,,343,0,01/09/2021 12:00:00 AM,Not agree,Not agree
02/18/2020,WV,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
03/19/2020,TX,108,,,26,0,6,,,0,0,03/21/2020 12:00:00 AM,Not agree,Not agree
04/02/2021,PW,0,,,0,0,0,,,0,0,04/03/2021 01:51:09 PM,,
02/05/2021,GA,"932,912","766,604","166,308",4842,"1,315","14,858","13,146","1,712",102,4,02/06/2021 04:05:17 PM,Agree,Agree
08/10/2020,AR,"50,028",,,645,0,555,,,11,0,08/11/2020 02:16:27 PM,Not agree,Not agree
01/07/2021,CO,"352,923","337,456","15,467",6030,906,"5,102","4,436",666,111,8,01/08/2021 03:56:01 PM,Agree,Agree
02/25/2020,AS,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
02/06/2021,AS,3,,,0,0,0,,,0,0,02/07/2021 02:46:31 PM,,
07/07/2020,PR,"8,745","2,171","6,574",31,7,159,64,95,2,0,07/08/2020 02:12:08 PM,Agree,Agree
11/19/2020,MP,103,103,0,0,0,2,2,0,0,0,11/20/2020 03:06:16 PM,Agree,Agree
07/21/2021,WV,"165,398","129,199","36,199",139,23,"2,920",,,1,0,07/22/2021 03:06:50 PM,Agree,Not agree
03/13/2021,HI,"28,218",,,156,94,447,,,1,0,03/14/2021 01:53:25 PM,Not agree,Not agree
06/16/2021,HI,"35,831",,,29,2,504,,,1,0,06/17/2021 02:38:09 PM,Not agree,Not agree
05/22/2021,FL,"2,265,139",,,3326,751,"36,463",,,22,-2,05/23/2021 01:37:59 PM,Not agree,Not agree
05/19/2020,UT,"7,595","7,595",0,136,0,91,91,0,6,0,05/20/2020 03:28:26 PM,Agree,Agree
04/17/2020,TX,"17,371",,,916,0,590,,,39,0,04/19/2020 12:00:00 AM,Not agree,Not agree
04/18/2020,CO,"9,433",,,386,,411,,,20,,04/18/2020 04:22:39 PM,Agree,Agree
03/05/2020,PW,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
05/28/2021,GA,"1,122,711","895,253","227,458",545,184,"20,820","18,052","2,768",46,15,05/29/2021 01:33:02 PM,Agree,Agree
09/09/2020,GA,"299,621","285,388","14,233",2192,232,"6,128","6,128",0,58,0,09/10/2020 10:02:53 AM,Agree,Agree
04/19/2021,FL,"2,132,308",,,4172,939,"34,471",,,32,0,04/20/2021 02:59:01 PM,Not agree,Not agree
05/06/2021,GA,"1,107,068","884,283","222,785",1213,348,"20,294","17,644","2,650",21,2,05/07/2021 01:36:40 PM,Agree,Agree
01/06/2021,CO,"346,893","332,332","14,561",0,0,"4,991","4,333",658,0,0,01/07/2021 02:56:59 PM,Agree,Agree
09/21/2020,WV,"14,171","13,830",341,117,4,312,,,2,0,09/22/2020 01:51:57 PM,Agree,Not agree
02/01/2020,PW,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
03/02/2020,PW,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
10/08/2020,GA,"348,022","325,929","22,093",1827,564,"7,294","7,294",0,35,0,10/09/2020 09:43:36 AM,Agree,Agree
11/14/2020,MA,"186,142","180,468","5,674",3047,206,"10,355","10,126",229,27,0,11/16/2020 12:00:00 AM,Agree,Agree
08/26/2020,WV,"9,540","9,364",176,145,0,190,,,3,0,08/27/2020 01:42:08 PM,Agree,Not agree
04/08/2020,CO,"5,655",,,226,,193,,,14,,04/07/2020 04:22:39 PM,Agree,Agree
01/24/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/16/2021,KS,"256,134","213,432","42,702",0,0,"3,502",,,0,0,01/17/2021 03:43:14 PM,Agree,N/A
12/16/2020,WV,"66,849","55,536","11,313",1141,300,"1,039",,,27,5,12/17/2020 02:33:42 PM,Agree,Not agree
08/02/2020,WV,"6,854","6,713",141,119,1,117,,,1,0,08/03/2020 02:31:01 PM,Agree,Not agree
04/08/2020,PW,0,,,0,,0,,,0,,04/07/2020 04:22:39 PM,,
04/19/2021,AK,"63,696",,,116,0,341,,,0,0,04/19/2021 12:00:00 AM,N/A,N/A
11/25/2020,HI,"17,298",,,100,0,233,,,2,0,11/26/2020 02:44:21 PM,Not agree,Not agree
03/05/2021,KS,"295,861","240,153","55,708",752,0,"4,812",,,-4,0,03/06/2021 03:08:48 PM,Agree,N/A
05/21/2021,MP,181,181,0,5,0,2,2,0,0,0,05/22/2021 06:59:37 PM,Agree,Agree
03/01/2021,GA,"1,008,660","819,730","188,930",2139,925,"17,376","15,148","2,228",81,1,03/02/2021 02:54:47 PM,Agree,Agree
04/26/2020,TX,"24,631",,,858,0,881,,,31,0,07/14/2021 01:57:44 PM,Not agree,Not agree
01/27/2020,UT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
11/29/2020,UT,"193,809","193,809",0,1722,0,868,852,16,5,-1,11/30/2020 02:51:40 PM,Agree,Agree
04/22/2021,OK,"447,408","353,123","94,285",232,74,"7,241","6,163","1,078",5,1,04/23/2021 12:00:00 AM,Agree,Agree
03/19/2021,MA,"610,481","576,022","34,459",2163,276,"16,877","16,540",337,39,1,03/21/2021 12:00:00 AM,Agree,Agree
01/10/2021,AR,"255,076",,,3330,474,"4,043",,,33,8,01/11/2021 03:01:02 PM,Not agree,Not agree
02/19/2021,MA,"565,794","536,506","29,288",1818,139,"15,838","15,520",318,50,0,02/21/2021 12:00:00 AM,Agree,Agree
09/11/2020,TX,"653,265",,,3456,0,"15,699",,,79,0,09/13/2020 12:00:00 AM,Not agree,Not agree
11/29/2020,HI,"17,627",,,54,0,242,,,4,0,11/30/2020 02:51:40 PM,Not agree,Not agree
02/17/2020,NYC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
10/17/2020,MA,"142,930","139,903","3,027",584,34,"9,761","9,541",220,20,1,10/19/2020 12:00:00 AM,Agree,Agree
10/06/2020,UT,"79,439","79,439",0,716,0,488,484,4,6,0,10/07/2020 01:45:01 PM,Agree,Agree
04/01/2020,WV,191,,,29,,2,,,1,,03/31/2020 04:22:39 PM,Agree,Not agree
07/01/2020,GA,"84,688","83,056","1,632",3011,77,"2,827","2,827",0,22,0,07/02/2020 11:10:03 AM,Agree,Agree
04/14/2021,AR,"332,666",,,220,89,"5,680",,,7,5,04/15/2021 01:58:27 PM,Not agree,Not agree
06/13/2020,PW,0,,,0,0,0,,,0,0,06/14/2020 02:19:43 PM,,
02/16/2020,AK,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,N/A,N/A
07/07/2020,AR,"24,512",,,259,0,301,,,9,0,07/08/2020 02:12:08 PM,Not agree,Not agree
03/27/2021,CO,"457,597","429,751","27,846",1295,102,"6,089","5,366",723,3,-1,03/28/2021 01:52:27 PM,Agree,Agree
07/18/2021,NYC,"963,065","793,422","169,643",597,146,"33,487","28,385","5,102",5,1,07/19/2021 02:21:19 PM,Agree,Agree
08/10/2020,GA,"224,627","216,912","7,715",2676,270,"4,229","4,229",0,30,0,08/11/2020 10:16:27 AM,Agree,Agree
03/15/2020,GA,191,191,0,52,0,1,,,0,,03/26/2020 12:22:39 PM,Agree,Agree
10/04/2020,OK,"98,813","92,684","6,129",912,209,"1,422","1,404",18,10,0,10/05/2020 12:00:00 AM,Agree,Agree
07/17/2021,OK,"465,998","367,222","98,776",600,101,"7,438","6,336","1,102",9,2,07/19/2021 01:20:07 PM,Agree,Agree
12/31/2020,TX,"1,756,172",,,18725,"3,740","31,282",,,266,0,01/02/2021 12:00:00 AM,Not agree,Not agree
03/30/2020,GA,"3,224","3,222",2,389,0,103,,,19,,03/29/2020 12:22:39 PM,Agree,Agree
06/21/2020,PR,"6,564","1,540","5,024",39,32,149,57,92,0,0,06/22/2020 03:24:02 PM,Agree,Agree
10/28/2020,TX,"879,994",,,5627,0,"19,101",,,123,0,10/30/2020 12:00:00 AM,Not agree,Not agree
10/27/2020,AK,"13,780",,,388,0,105,,,3,0,10/27/2020 12:00:00 AM,N/A,N/A
12/18/2020,GA,"576,537","500,265","76,272",8141,"2,049","10,332","9,396",936,38,0,12/19/2020 02:42:31 PM,Agree,Agree
03/30/2020,WV,145,,,21,,1,,,0,,03/29/2020 04:22:39 PM,Agree,Not agree
01/24/2020,WV,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
06/18/2020,GA,"60,707","59,891",816,1023,65,"2,605","2,605",0,30,0,06/19/2020 11:01:11 AM,Agree,Agree
04/19/2020,AK,319,,,5,,9,,,0,,04/19/2020 12:00:00 AM,N/A,N/A
04/11/2021,GA,"1,073,792","862,137","211,655",1092,367,"19,488","16,982","2,506",0,0,04/12/2021 01:39:29 PM,Agree,Agree
06/16/2020,CO,"29,442","26,795","2,647",143,14,"1,617","1,291",326,12,0,06/17/2020 03:06:04 PM,Agree,Agree
06/01/2020,KS,"10,011","10,011",0,292,0,217,,,9,0,06/02/2020 02:16:17 PM,Agree,N/A
06/10/2021,AS,0,,,0,0,0,,,0,0,06/11/2021 02:20:54 PM,,
03/16/2020,NYC,"1,944","1,943",1,643,1,7,6,1,4,1,03/14/2020 12:00:00 AM,Agree,Agree
05/23/2021,FL,"2,267,144",,,2005,369,"36,474",,,11,1,05/24/2021 01:46:58 PM,Not agree,Not agree
01/17/2021,GA,"815,995","680,378","135,617",6332,948,"12,296","11,032","1,264",5,2,01/18/2021 02:39:32 PM,Agree,Agree
04/15/2020,KS,"1,494",,,17,,76,,,5,,04/15/2020 04:22:39 PM,Agree,N/A
07/05/2020,UT,"25,500","25,276",224,498,1,185,185,0,4,0,07/06/2020 03:16:12 PM,Agree,Agree
03/07/2021,OK,"435,667","344,428","91,239",248,75,"7,001","5,956","1,045",10,1,03/08/2021 12:00:00 AM,Agree,Agree
05/03/2021,KS,"309,645","250,125","59,520",173,39,"4,985",,,3,-1,05/04/2021 02:00:10 PM,Agree,N/A
02/13/2021,GA,"962,808","789,070","173,738",3823,"1,030","15,850","13,961","1,889",142,37,02/14/2021 02:51:00 PM,Agree,Agree
11/26/2020,NYC,"312,884","290,804","22,080",2676,604,"23,981","19,302","4,679",18,2,11/24/2020 12:00:00 AM,Agree,Agree
04/27/2021,CO,"505,268","472,721","32,547",2015,318,"6,264","5,511",753,9,3,04/28/2021 03:20:12 PM,Agree,Agree
04/30/2021,FL,"2,191,695",,,5218,"1,294","35,161",,,77,5,05/01/2021 01:43:22 PM,Not agree,Not agree
01/02/2021,UT,"281,654","281,654",0,1932,0,"1,294","1,266",28,16,2,01/03/2021 02:53:25 PM,Agree,Agree
09/12/2020,KS,"48,386","46,626","1,760",0,0,511,,,0,0,09/13/2020 04:17:15 PM,Agree,N/A
06/08/2021,AR,"342,726",,,231,120,"5,852",,,3,1,06/09/2021 02:26:44 PM,Not agree,Not agree
08/31/2020,NYC,"236,710","230,555","6,155",153,25,"23,405","18,773","4,632",4,2,08/29/2020 12:00:00 AM,Agree,Agree
02/13/2020,PR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
04/11/2021,AS,0,,,0,0,0,,,0,0,04/12/2021 01:39:29 PM,,
05/19/2021,TX,"2,926,481",,,2015,355,"50,589",,,26,0,05/21/2021 12:00:00 AM,Not agree,Not agree
12/30/2020,AS,3,,,0,0,0,,,0,0,12/31/2020 02:55:07 PM,,
03/16/2021,FL,"1,947,834",,,4699,"1,731","32,449",,,101,3,03/17/2021 02:24:24 PM,Not agree,Not agree
06/13/2020,OK,"10,479",,,386,0,397,397,0,3,0,06/14/2020 12:00:00 AM,Not agree,Agree
05/04/2020,CO,"16,878","15,169","1,709",344,72,851,712,139,9,2,05/05/2020 05:25:08 PM,Agree,Agree
11/17/2020,AK,"24,059",,,641,0,160,,,1,0,11/17/2020 12:00:00 AM,N/A,N/A
05/26/2021,OK,"452,633","357,172","95,461",137,15,"7,293","6,212","1,081",2,0,05/27/2021 01:41:41 PM,Agree,Agree
02/25/2020,PW,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
06/27/2021,MP,183,183,0,0,0,2,2,0,0,0,06/28/2021 03:02:46 PM,Agree,Agree
08/23/2020,WV,"9,272","9,097",175,87,0,178,,,2,0,08/24/2020 01:54:34 PM,Agree,Not agree
03/28/2020,AK,91,,,17,,4,,,1,,03/28/2020 12:00:00 AM,N/A,N/A
12/01/2020,KS,"157,446","136,436","21,010",0,774,"1,560",,,0,6,12/02/2020 03:48:48 PM,Agree,N/A
09/18/2020,MA,"126,582","124,570","2,012",454,23,"9,307","9,097",210,12,0,09/20/2020 12:00:00 AM,Agree,Agree
08/27/2020,PW,0,,,0,0,0,,,0,0,08/28/2020 01:43:49 PM,,
07/02/2021,UT,"416,110","416,110",0,431,0,"2,378","2,307",71,3,0,07/03/2021 01:44:06 PM,Agree,Agree
10/25/2020,AR,"106,115",,,797,130,"1,812",,,15,0,10/26/2020 01:41:41 PM,Not agree,Not agree
06/18/2021,GA,"1,130,404","900,601","229,803",321,88,"21,277","18,379","2,898",19,8,06/18/2021 01:48:26 PM,Agree,Agree
04/18/2021,PR,"123,049","108,864","14,185",1348,368,"2,207","1,885",322,7,0,04/19/2021 03:04:26 PM,Agree,Agree
10/12/2020,NYC,"254,533","246,444","8,089",356,43,"23,589","18,939","4,650",4,0,10/10/2020 12:00:00 AM,Agree,Agree
03/15/2020,HI,10,,,3,0,0,,,0,,03/26/2020 12:22:39 PM,Not agree,Not agree
03/30/2020,TX,"2,874",,,322,0,89,,,20,0,04/01/2020 12:00:00 AM,Not agree,Not agree
