clean_text,label
Guys. Be safe. Wear a mask. 🌏❤️ ,
"@RedCrossLA I just donated blood-scary during COVID but important. But my god we need to talk: RC staff w improper mask use (1 even pulled her mask off to talk to another), @LivingSpaces staff ignoring customers not wearing masks-1 came right up to a donation bed. THIS IS NOT OK.",
"What’s safer the week after Thanksgiving?Being in a room with 4 #extraverts orBeing in a room with 6 #introverts(Assume they all live alone, wash their hands, &amp; are currently wearing a mask)#COVID19 #WearAMask",
"@TheRue I’ve sent my form into my county. My fear is they won’t pick me since I am an at risk person. I’ve kept safe and Covid free, even while babysitting great grandchildren ages 3 and 6!  I’mon a side note, it’s great to see you happy! Go Armie!#DefeatTrump #WearAMask",
"Almost DAILY now, I hear stories of someone thats had to say their goodbyes to a loved one as they go into the ICU/ on a ventilator.Almost DAILY now, I read a tweet of someone who’s lost a loved one to COVID.Yet it’s also DAILY that I see people out in public with no masks...",
"Dr Fauci got his covid shot today , guess it didn’t matter the 5 houses I went into yesterday with people that have fevors count ... lucky I wear my mask and gloves 😳",
"@its_rachhhxo Thus will continue well into 2021, because people still need to wear masks even after everyone gets a vaccine. This is the worst pandemic ever.",
"@sdr_medco No. I wear a mask out in public places and take the recommended other cautions(social distancing,etc). But I can only control my own actions. Getting angry over what someone else does or doesn't do is a waste of time",
"It’s a beautiful day to shop local!Remember to be safe and wear your mask. I have lots available for little ones, moms and dads! Available on my website and in store! ✌️❤️☀️  #southbay #hermosabeach #staysafe #masks ",
@realDonaldTrump 🦋Sweden now has a ZERO Covid death rate. No masks. Jobs &amp;  Schools stayed open. No kids died. ❤️Sweden proved vaccines are unnecessary. ❤️Free your mind from the 2-party trap. Write-in Paul Kangas 4 President.,
@harveyjkaye Thx for sharing this. Being a nurse is beyond challenging in these times of #COVID19. If everyone would just #WearAMaskSaveALife would make our lives easier.,
"hate old people that complain about wearing a mask, don’t wear it and die loser grandma bitch",
"So someone where I live is a nurse @ our local hospital, when he’s home in our apt complex he doesn’t wear his mask in the hallways, etc...shouldn’t he always be wearing a mask since he’s more exposed to anyone or? I don’t want to be that person but if your surrounded by covid😬",
"My boyfriend's work during COVID: Here's a free bulk supply of sanitizer, different types of masks, PPE, printer, ink, food care packagesMy grad school: a 3 oz bottle of hand sanitizer ",
Happy 2021! Let's work hard at staying safe and healthy so we can open soon. #heritagesquaremuseum #victorianhomes #19thcentury #wearebettertogether #wearamask @ Heritage Square Museum ,
"the pandemic isn’t over sweetie, wear your mask!! please and thank you! stay safe!!",
@subatomicdoc @LizSzabo @celinegounder The information sharing on the use of masks has been utterly incoherent from the start. And it appears in part due to suppression of data on the risk of aerosol/droplets spread very early in the pandemic. And yet partly it has remained utterly incoherent. Public health fail.,
What does #COVID19 have to do w/ getting a beer on the patio? I was safe @ 9:59pm but now @ 10:00pm Im under threat? GTFOH. Now I know how the good people of Slufuckinuova feel. I'm an adult. I know the risks. I wear a mask😷. Some of these rules are just bonkers🍻#OhioForBiden ,
@bangordailynews If I see one more person complain the mask is against their constitutional right... people are DYING. Several generations back when a pandemic hit in the early 1910’s EVERYONE did their part. Since when did Maine stop caring about its OWN people? Wear a mask. Protect your family.,
WEAR YOUR MASKS !!!! ,
Just wear a mask 😷🖖or ask for one u need some sh💩it they will give one a😷mask😷 AVOID🐂💩NOWWe R not asking u to go too war! BE APATRIOT😷NOW!✅NBC News: Unmasked man in Washington grocery store speaks out after video goes viral.via @GoogleNews,
"That woman lost her only child last week &amp; has pneumonia on top of the virus, honestly breaks my heart &amp; brings tears to my eyes. Please everyone. Wear a mask, clean your environment &amp; stay safe. ",
🛑 wash yo hands and clean yo ass and your face mask 🧼🧼🧼🧼🧼🧼😷💎💎🌴🌴🌴🎶🎶🎶🧼🧼🚨🚨IF YOU HEADED TO THAT BAG 💼 THIS SHOULD BE YOUR MORNING ANTHEM FROM HERE ON OUT ....SOUND UP AND TURN IT ON“DREAMIN TO THE… ,
Went into Scheels today and not one person was wearing a mask including workers me and my boyfriend were the only ones. SAD. ,
"@LisaBro08605646 @GovMikeDeWine If your husband is wearing a mask,  how is it everyone e else’s fault he got COVID?",
"It’s about patriotism- you wear a mask to protect the person next to you. -#JoeBiden#WarriorsWearMasksThank you @JoeBiden for your relevant words and supporting union workers, and keeping them safe, my husband appreciates you. #Vote #BidenHarris2020",
"I wonder how many “anti-maskers” would go into a surgery and tell their Dr, “When you and your staff are performing surgery on me today, don’t worry wearing a mask. It’s not political, It’s not control, it’s a duty to protect those around you.  Just wear the mask!",
"I lost an uncle today to the #Covid_19 virus. He was healthy  &amp; happy just 12 days ago. Beyond words.  Wear your masks, keep your distance, &amp; #StayAtHome.  Going dark for a few days.",
"@willapercy Here’s the thing, I don’t feel sorry for anyone that contracts COVID if they won’t wear a mask and keep a distance. I don’t wish it on anyone but don’t expect my sympathy if you can’t follow safety steps to keep from infection and infecting others.",
Stay home if you can. Wear a mask and keep your distance if you can’t. It’s going to get a whole lot worse if we don’t all start taking this seriously. ,
"Wear a mask, y’all. ",
"My mother has tested positive for COVID-19. Her symptoms are very light so far, fortunately. Regardless, to everyone in my native state of Iowa who can’t be bothered to stay home when you aren’t working or wear a face mask when you get groceries, fuck you very much.",
"Rats @ Stools still up in the air. Rats rat on strength and conditioning coach for not reporting symptoms and not wearing a mask. Rats forfeit is an option. Most likely outcome: Rats 6-5, Stools 11-0 whether game is played or not. ",
"The @TNDeptofHealth and several local partners in the Memphis area will provide free COVID-19 testing on Friday, June 19, and Saturday, June 20.  They’ll also distribute free masks while supplies last at each location.#Coronavirus#Pandemic#COVID19 ",
I keep having dreams I’m stuck in a crowd of maskless people &amp; my mask slips off. I’m a psychologist &amp; infectious disease researcher so these dreams aren’t hard to interpret lol. But I feel petrified waking up from them. What are your weird (or predictable) COVID dreams 😷😴?,
This study has been cherry picked on Facebook and Twitter by anti-maskers as a reason to not wear a mask. The reason the masks weren't effective in this study is because weren't wearing them. Wear. a. Mask. ,
Stay at home order? Have you seen how packed the malls like @StanfordShop have been? The traffic? Insane! Gladly doing my part but cannot wait to #travel safely. #WearAMask ,
@jijinjeongg @TheStevieKing @em0fatkid @kordeilogy the main people who follow these celebrities are TEENS and majority of them range from 13-17 years old. they’re old enough to know to wear a mask and to not be part of large gatherings. and if not the PARENTS need to step in and check their child.,
Bruh we are walking around looking like this nigga with these mask 😷 on... Imperfect Cell Was Ahead Of His Time! #covid19 ,
I told this lady she needed to wear a mask and she put her hand over her face and told me “Am I safe from the corona now?” And her husband told her “stop being a bitch and just put it on” when I tell y’all I had to hold my laugh.... ,
"People are literally filling hospitals within a couple of miles of where this would be held. At least they're requiring social distancing and masks, but fghfgh. Maybe live sports could just wait until vaccines roll out..?",
My glasses fog up all the time when I wear a mask so we invented Zero Fog Mask! ,
"@gaagee0406 Hi Gloria, I think you are right.It might even be worse, because we had Jan-March of 2020 with no lockdowns.For 2021 to be better, everyone has to get vaccinated, wear a mask, and socially distance...Seems daunting...",
I’m concerned for the lady with the face shield in the front....If you’re not wearing a mask the face shield isn’t gonna protect you ma’am🤦🏽‍♀️🥴 ,
What do you say about all the huge gatherings of protesters and people cheering the taking down of statutes?  Where is social distancing there? Masks? Hand washing? All major inner cities are toxic full of masses of people.  Nobody is addressing it.  Only church &amp; rallies!  WHY?? ,
@WTHRcom Just wear a damn mask!!,
"@KOINNews 26,000 infections in a State with a population of 4 Million is an infection rate of 6/10ths of 1%!Wear a mask and open everything up.",
"@IvankaTrump @realDonaldTrump Hi @IvankaTrump! I admire you very much. Do you think a mandate for universal, correct wearing of masks in public will help us with #COVID19 containment? Unless it comes from @realDonaldTrump it’s unlikely to be widely accepted.",
@UNMC_DrKhan @NebraskaMed @DrHowardLiu @DanielWJohnson9 @thartman2u @Prof_Lowe @slthomps12 @NEDHHS @DrJRMarcelin @Docsocksomaha @hewlett_angela @nsea_org @NElovesPS @SchoolNurseT @CNESchoolNurses @NEschoolnurses @voicesNEMasks of Nebraska #MaskUp 😷#MasksSaveLives #WearAMask ,
@daftryan1 @hyoomen @JudgeClayJ Out of nowhere? Pay attention!!! Stop with your “conspiracy theory thinking.” More cases over the past month = More Deaths. #WearADamnMask #StayAtHome #COVID19.,
I’ve watched several tv shows or movies and thought “Wow nobody is wearing a mask” and then remembered it’s something from like 2008. ,
@erinnblackk Sorry for your misinformation. Masks don’t work. #StayHome to be safe.,
Cmon my fellow Biden supporters.  WEAR A MASK!!!!!!!!!!!!!!!!,
Stop the spread of Covid-19 and #MaskUP!USC Upstate branded face masks are now back in stock at !#SpartanArmy ➡️ 😷🆙️ ,
Be kind wear a mask 😷 🇺🇸🌎 ,
"If I had to work in the White House still, my a** would be wearing a mask AND the god damn Face Shield since that moron doesn’t care.",
When the government lies about the effectiveness of masks for two months before finally telling us to use them and the media lies about the effectiveness of certain medications I'm not the least bit surprised. ,
"We have a semi truck ready for bodies, in Pueblo... Can we please start to take this seriously folks? Pueblo has the highest death rate from COVID in CO. Our healthcare workers are exhausted, our families are mourning, &amp; we are losing dear friends. #WearAMask #StayHome #coleg ",
"🤦🏻‍♀️🗣 #COVID19 IS NOT going to just go away‼️Take precautions, #staysafe , #WearAMask &amp; be considerate of others!! For more tune in 👉  #NEWEPISODE OF #RMRTW with more #coronavirus REALness airing this weekend 🙌 #podcastforchange #speakup ",
"the struggle that our healthcare workers are going through. WEAR A MASK, AND GIVE A DAMN AMERICA. ",
The funny part is like myself  its all fun and  games till your doctor  says u tested  positive  . Then u cant taste or smell anything  for  a week then a lil cough  then a headache  🤔. Wear a fuckin mask this shit is real !,
"@ibrake4ants @MailOnline OSHA has sent out procedures for people working n resturants and instruct them on how to operate and wear #PPE safly like eye protection under the shield with mask and hand gloves. If you find people out of complience report them the fine is hefty $10,000.00",
It’s real. It’s not a hoax. Never has been. Be and stay safe. Wear masks. Wash your hands. Protect yourself. Protect others. #COVID19 ,
Saw this getting breakfast. Yo just wear a mask! #mask ,
"If the Christians who spend time online complaining about not being to sing in or not being able to attend church were as pro-life as they ""claim"" to be, then they would wear a mask and social distance. Pro-life means all life. Not just fetuses that are still gestating. #COVID19",
"Because my partner is immuno-compromised, I am VERY careful. Masks. Hand sanitizer. Thorough hand washing. We want to survive this! ",
WEAR A MASK AND STAY HOME. My heart is broken. ,
"Trump promotes +COVID-19 spread during his rallies, his refusal to wear a mask, refuses to have people social distance. @realDonaldTrump @WhiteHouse Herman Cain tested +COVID-19 post attending a Trump rally in TULSA. #VoteTrumpOut2020 @cnnbrk @AP #TrumpLiesAmericansDie @nytimes ",
@Evan3Longoria Of course I want everyone safe including all the doctors &amp; nurses putting their lives on the line for morons out there not wearing masks &amp; social distancing.,
Do your part to be safe &amp; keep others safe too. #WearAMaskSaveALife ,
@tedwheeler if you had walked past the River Pig on NW 13th in your neighborhood last night you’d have see what a super spreader situation looks like. Lots of people sitting chatting drinking no masks. We are so screwed if people keep drinking in bars.#Covid19,
I saw this coming. Wear a mask. ,
@MeidasTouch @united @RepMcCaul THIS SHOULD STOP...YOU HAVE REMOVED PEOPLE..OFTEN VIOLENTLY...BUT YOU ALLOW THIS...FINES AND HEAVY PENALTIES  SHOULD BE IMPOSED..IF YOU OR SOMEONE YOU KNOW WAS FORCED TO WEAR A MASK....LAW SUIT TIME....,
"7/19 Although KN95 masks don't seal as tightly to the face, they are more comfortable than N95 masks, are easy to put on and take off (by the ear loops) and work much better than most masks that are worn. I think they would make an excellent  choice to help keep the public safe!",
"Ear loop style face masks for @themonropub. They don’t have a hole for you to drink your beer, which makes them tough to drink through, but exponentially more effective at curbing the spread of the novel coronavirus… ",
@realDonaldTrump Wear a mask asshole. #TrumpKnew #TrumpLiedPeopleDied #MaskUp,
"In #AZ I can get my hair done, eat out (not the restaurants we go to, they're still taking precautions), travel around the country (where we're not banned), but I can't visit my dad in the hospital. Please remember that when you go out without a mask #maskupaz #COVID19",
I’m fucking pissed my parents travelled to kodiak for thanksgiving. The fuck.Im the family libtard. Fuck this shit. It’s fractured us#COVID19 #WearAMask #MaskUp #Thankskilling #Thanksgiving2020 #Thanksgiving,
PLEASE SHARE: Californians must wear face masks in public under coronavirus order issued by Newsom. 😷👍Gov. Gavin Newsom on Thursday ordered all Californians to wear face coverings while in public or high-risk… ,
A timely reminder to #WearAMask from our friends at Athletic Medicine. #StopTheSpread #StrongerTogether ,
CDC: we can get back on top of COVID with social distancing and masks.ASU Students: ,
Its funny. The Mask subject.Some feel its there right not to wear them .But is it your right to cough and spread Covid to a sick Child with a weak Immune system. Or should they keep there child inside 24/7. Because its your right.Wear a mask.,
"I began quarantining in March 13. Weddings, birthdays missed, and entire summer and now fall — all indoors. I’m so frustrated by my neighbors who don’t take this virus seriously. STAY HOME. WEAR A MASK. DO IT BECAUSE YOU CARE ABOUT OTHERS 😫 #StayHomeNevada ",
@brithume @CNN @ABC @NYTIMES @WASHINGTONPOST @MSNBC @CBSNEWS @FOXNEWS @AP  @BBCWorld @Reuters Trump not wearing a masked only explained. To our seniors and sick. Mostly Black People he don't give a crap about your lives or health! He knows that they are the most susceptible  to Covid 19.,
"Last Friday, 3 other men and I emptied this entire shipping container full of boxes, within 2 hours (30 minute hydration break in between) while wearing this mask. No excuses. #WearAMask ",
The morons think they need a gun to protect themselves but refuse to wear a mask. SAD ,
"It’s really not hard to 1. Wash your hands 2. Use hand sanitizer 3. Wear a mask and lastly 4. Don’t party in HUGE groups. If ya wanna party follow the rules of no more than ten, wear a mask, and distance to the best of your ability 😘",
Be safe. Wear mask. Wash hands. ,
Stoked I never have to wear a mask around my mobile home park because I rarely leave my house and when I do I'm literally so distant from my neighbors because more than half of them are annoying and loud otherwise I could be fucked because my neighbors keep throwing parties. 😜,
@effingrandy1 @realDonaldTrump Look he is wearing a mask that tells me he has not been on the bike very long can u wear a mask riding a bike,
Honestly still can’t believe we are living in a fucking pandemic! We’ve been in a pandemic for almost a year! Crazy! What a fucked up year. Y’all bitches need to start wearing masks and follow guidelines so we can have a halfway enjoyable year in 2021!!,
Still hoping this is a short lived series (a bit surprising how many #abandoned #masks I’ve seen). #mask #coronavirus #covid #covid19 #sequester #coronaviruspandemic #bettersafethansorry at the Sheep Meadow @… ,
"To all my small business owning friends, please make sure to WEAR YOUR MASK when you are signing over your business and home to the bank. ",
I’ll wear a mask everyday for the rest of my life if that means Mitch has to as well. It’s great not seeing his turtle face. 🐢 🇺🇸 😷 #ditchmitch #mitchmcconnell #masks #mask #turtle #coronavirus ,
"Stay safe and practice your social distancing. When you donate $5 to Golden Rainbow, we will send you a face mask! ",
"Wear a mask, humans need to stop hosting this virus. ",
"this covid shit just took one of my family members, please don’t be a dickhead and just wear a fucking mask  :( that’s literally all i ask for",
"@cta I work in customer service, I keep telling folks WEAR A MASK.",
Summer over and quarantine still not over... People need to wear their mask 😷!!.,
"why are there like 100 slutty Santas walking in downtown Charleston NOT wearing a mask, have fun getting COVID y’all✌🏻",
Wear a mask people!!!! ,
@TheDataCage @Oldlineman58 @positivelycarin @wjxt4 @Publix and you need to remember folks with prior medical conditions who contract covid and die... it’s because of covid and there’s nothing wrong with taking precautions to stop the spread.  you’re a waste of time.  don’t speak again til you post your maskless publix journey.,
@PittyLBug Wearing mask once I’m in a public place and yes staying home. We are in SW Ohio and #COVID19 cases still on the rise. Having groceries delivered and will do that through May. You aren’t alone in this. Keep your ear to @CDCgov and @WHO .,
"@cassiuius The only issue I see is, there are so many #WearADamnMask guys #BlackLivesMatter #AllLivesMatter #COVID is not a #racist it kills you no matter what you look like.",
This broke my heart. Please wear a mask and be kind to each other. ,
Im so fucking tired of seeing people not wearing mask. Or not over their nose. We have been in this pandemic for too long because of people just like them. Im fucking tired of it. They are killing people. No amount of trying to convince them will help. Just swing on those mfs now,
Continue to #WearAMask New Yorkers we are doing well. 😷 #COVID ,
"@AliceTinker1943 So sorry about your loss. I'm a big believer and I know it works! Wear a mask, save a life!",
"Cant we all just wear a mask for other people's sake? I dint care if you think its ""an attack on our personal freedoms"" because the people of the chinese communist party have little to no freedoms in any aspect of their lives. Stfu and wear the mask dummies. ",
"I’m going to put on my partisan hat, and say both sides have absolutely not politicized this issue. Trump and Republicans started politicizing COVID-19 when they called it Democrat hoax, saying mask wearing was a left or right and denying the science that didn’t fit Trump’s... ",
Why is the @NFL allowing coaches to only wear a face shield? They don't protect against COVID like a mask does. Droplets can easily go around and under them. It especially does nothing to protect others if the person wearing the shield has COVID. May as well wear nothing.,
"While you cannot do all of this at home, please please please wash your hands frequently and wear a mask. Those 2 things can cut disease rates so much. We are so happy to be back at work, safely, and don’t want to have to stop again.",
Wearing a mask for my daughter. She is type 1 Diabetic and if she caught covid it would literally be a life and death battle for her. PleAse remember there are some people who depend on it. ,
Good morning friends. Remember to mask up. Covid is not over. ,
"The Washington Capitals just hit with the wet rag of reality. Ovechkin, Orlov, Samsonov, &amp; Kuznetsov all added to NHL’s Covid Related Protocol list.Wear a damn mask.",
Morning Rebels 🌄#WearAMask #WearADamnMask #WearAMaskSaveALife #WearAMaskPlease #SocialDistance #HumpDayHappiness,
"@newtgingrich COLD HEARTLESS COMMENTARY,!!!THE LOSS OF LIFE IS FROM A LEADER OUR SO CALLED LEADER THAT KEPT HIS HEAD DOWN IN THE SAND FAR TO LONG BUT WE HEARD HIM LOUD AND CLEAR THAT ITS FAKE NEWS AND THIS LEADER BOUND AND DETERMINED NOT TO WEAR A MASK OUR DISTANCE, AS ALWAYS HE LIED.",
My four year old wears a mask with out question or complaining.My four year old is basically more grown up than anyone in Utah county.WEAR A MASK YOU IDIOTS.,
We are learning behaviors that can help us live healthier in years to come. #handwash 👐 #maskWearing 😷 #outdoorliving 🏞️ #thinkpositive 💡 Thx @GovernorTomWolf #COVID19 ,
Please. Do the work to control the virus. Lives and livelihoods across Wisconsin are counting on each of us to do the work. Your commitment to love your neighborhood by wearing a mask and limiting gatherings is one we need from you right now. ,
@WSMV If the vaccine is effective then why do we need to wear a mask?,
Why is a Governorship so valuable that rather than do the right thing &amp; stand up for peoples lives that you succumb to your political party views of anti masks and COVID deniers.Isn’t it how God will judge you and not politics @GovHolcomb ? Look at Indiana ranking in this graph. ,
"@manyfeathers420 @lornaparis916 #COVID Please stop resisting the protocols in place for your protection. #MaskOn #SocialDistance #WashYourHands  It’s real simple, saves lives and we all want our lives back. Thank you in advance. #LetsKillMissCorona 😷🏹 ",
"Voted. Proud tears in my eyes. Wore two masks to vote. #vote #wearamask #bidenharris2020 #biden2020 #biden #joebiden #vote2020 #voteblue2020 #votehimout #makeamericasaneagain #makeamericasafeagain @ New York, New York ",
@VoLinxx Yes.  I wear one now and I am sure I will be wearing a mask in public for at least another year,
"I just moved from LA County up to the High Desert last week, and I'm still being as careful as I can while out shopping at the grocery store and for my essentials. Please be safe everyone.#WearAMask ",
#happytuesday open 11-3pm Please wear a mask! #newarrivals #vinylcollection #vinylrecords #vinyl #aerosmith #theeagles #sublime #rem #ACDC #vinylcollector #vinyladdict #SmallBusiness #clermont #florida #recordshop #recordstore #vinyljunkie  ,
"@DudePaSuper @TurfgrassZealot Joshua I think the 230,000+ that are dead from this virus makes it worse. I agree, I hate to see a mandate, but since people don’t have the “ability to execute common sense” it leads to them. If people would social distance &amp; wear a mask when they can’t, maybe its all different?",
"@TPM @carlzimmer PENCE: 🎶We don’t need no #COVID guidelineWe don’t need no virus controlNor science fact to delay the recoveryCitizens! Attend our rallies unmaskedTruth be told, we’re just another wolf in the foldTruth be told, we’re just another wolf in the foldCOVID-19 Mother Goose",
I have to open the doors of my store to the public this Friday.  I will be masked and taking all the necessary precautions but I have to state that I am not ready and neither is this country. #coronavirus is still running rampant and about to get worse...,
"👋🏽 Phase3.THREE: See you Wednesday! As a reminder, masks, social distancing, and good hygiene are still required in all activities during Phase 3.3 in #NewOrleans.What’s new! 👀👋🏽😷#MaskUpNOLA ",
@taragolshan He just doesn’t get it. It will be a super spreader extravaganza with no masks or social distancing and lots of screaming. It makes me shudder thinking about the germs spewing everywhere. #SuperSpreaderTrump,
WEAR A DAMN MASK!!! This is a tearful reminder.... ,
"1/ A few thoughts on transmission risk for #covid19: •outdoor transmission much lower than indoor (outdoor masks likely changing very little if you’re alone) •crowds, high-touch surface exposure, extended face-face contact = high risk (especially indoor)",
A lot of bars I’ve seen reopened weren’t following any of the  guidelines. Sorry to the bars and people who opened and did things right. But the people protesting not wearing a mask are proving why Texas is shutting down again. ,
people saying wearing a mask isn’t a law so they shouldn’t have to wear one in my store. ma’am do u not understand ur in a private business. u have to follow MY rules.  idgaf what u tell me about ADA or the “law”,
"Exactly right—even with a vaccine, we’ll still need to wear masks and social distance, etc. ",
"Come celebrate Juneteenth with us at Leimert Park! The whole family came out for this one ☝🏽🖤Friday, June 19, 2020 *we ask you please practice social distancing and keep your masks on* ",
"@pjpricemusic @Kimmie_v78 @CCrisshoo @Jared_Carrabis Just FYI-thats not how the masks work. So you can inform your “friend” that the concept is “‘My mask protects you. Your mask protects me.” So when ppl don’t wear them, it’s a big eff you to everyone you come in contact with. ie-selfish pricks",
"Following White House guidelines Governor Beshear announced a two-week closure of bars, a roll back of indoor reataurant seating to 25% and a recommendation for schools to delay opening until later in August. Please #WearAMask and stay #healthyathome ",
"@outomyelemen Germany has so far been spared the extra-lethal Italian Variant of Covid-19, but it borders nations like France and Belgium that have four to eight times more CV-19 deaths per million people than Germany.So, it would be much smarter for Germans to calm down and mask up.",
"I got Covid. Never Did I think this would happen to me. I’m fine, but it just goes to show that you can get it. I’m healthy, I eat right, exercise regularly and while thats helped me in having mild symptoms I think it didn’t prevent Covid from hitting me. Be safe and wear a mask",
We were thrilled to be chosen by @fema &amp; @HHSGov to help get 2 million #Masks to the #EssentialWorkers in the #waste &amp; #recycling industry! Stay safe! #coronavirus #Covid_19 #COVID @NYCSanitation @WasteManagement @Waste_Expo #SafetyFirst @NPR @CNN @WSJ @nytimes @ISWA_org ,
"@born_raisedinmt @NBCMontana Mind their own business? Excuse me, but when during a pandemic somebody who could potentially be spreading COVID-19, coughs on somebody, and is not protecting others by simply wearing a mask, it’s everybody’s business!!",
Made some masks to show appreciation: #DrFauci masks for the doctors &amp; healthcare workers who saw my husband through recent open heart surgery. #RBG #BabyYoda &amp; #TMNT masks for my “educational partner” covering my classroom during hybrid mode #WearAMask #wearthemwell #thankyou ,
"TGIF! Have a  Fabulous Weekend America. Be nice, Be respectful, Above all Wear A Mask and Let is all Pray the safety of People that affected of Winter Storm  in @texasgov . May God Bless you all. Sending Love, Positivity and Strength to all of you. Johnoscar 😍💙🙏@WhiteHouse ",
Hello everyone if you live in Delaware county masks are now mandatory. This is life or death situation. COVID-19 is no joke at all. This is very serious. Do you want things to go back to normal sooner please wear your masks out in public!!!!! ,
"Good news: I was able to get tested for COVID-19.Better news: I tested negative!Bad news: To get this test result took TWO WEEKS! While I wear a mask every time I go out, within that span of time, I could have… ",
"I've had the first shot of the vaccine and  still wearing mask, distance and hand washing. Probably will for a long time. You're not overreacting. ",
"Spread out, mask up, &amp; say cheeeeese!!! It’s a Social Distancing Photo Challenge!!! Which is your favorite??? #MonaviewMoments #StillInTheGame #loveSCschools ",
"The virus was just like flu season. Just like flu season, some people got sick. Most people didn't. Life goes on. School goes on. Your jobs go on. You take trips. You watch ballgames. You go on vacation. YOU DON'T WEAR A MASK. YOU DON'T STAY INSIDE ALL THE TIME. LIVE YOUR LIFE! ",
They don't care if @JoeBiden isn't wearing a mask. They just used #Covid_19 as a political weapon against DJT. Their hypocrisy shows.,
"Picked up some coffee @ mile marker 100 today. I got a little too close to the guy next to me, I backed off because I'm courteous and we're in the middle of a pandemic. And he goes ""it's alright man, I'm just wearing the mask because they tell me too""",
We can all do our part.  Wear the mask.  😘👮‍♂️ ,
Safety first at Jordan High School! Teachers social distance and wear masks as they attend meetings to prepare for the new school year. @canyonsdistrict @JHSSBO #WearAMask ,
@Zigmanfreud Really believe masks are a possible minor factor in preventing the spread. The CDC itself advised masks if social distancing is difficult and not outdoors. Even with masks social distancing &amp; avoiding crowds is still considered more effective,
"So apparently if I never wash my hands, social distance or wear a mask I have a 1 in 19.1 million chance of dying of Covid. I’ll happily take that risk at those odds to ensure that I still have some semblance of a normal life left to live.",
"Wonderful to follow national leaders who lead by example. Who are not afraid to wear a mask in public for all to see. @JoeBiden &amp; @KamalaHarris continue to advocate for wearing a mask, social distancing &amp; washing hands. Unfortunately, many still are not as committed. #WearAMask ",
Wear a mask. It's that simple ,
@EM_RESUS I’m two weeks into fighting Covid-19. Still can’t breathe well. It’s a struggle to walk up my 6 stairs. It feels like I have weights on my chest when I’m in bed. I’m wearing my mask in my own house so I don’t infect my son. Wear your mask.,
@bblock29 @orange_parrot19 When he was president he spent more time golfing then running the country.  The coronavirus was out of control his stupidity allowed him to catch the coronavirus.  He practiced no mask policies killing thousands of Americans. He was a night mare.. He committed treason.,
@vicky_dollysmom That's very interesting. My therapist says that we need to stay in and stay away from others to keep ourselves and others safe from the virus. Wear your mask every time you go out. It's not about 'Just do what you feel is best.'🙄Yes. I think you should find a new therapist.,
46% positivity rate! 😱 #covid19IA #WearYourDamnMask 😷 #StayHomeStaySafe ,
"Don’t listen to @GregAbbott_TX, wear a mask 😷 Especially if it’s a @JohnMayer mask 😋 #badgovernor #agirlandhermask ",
"@KINGLEVZ @CindyJo74015980 @anonbotski @kirstiealley That's not what they said and I wear a mask because it's law here. Unless, they changed it months ago it was said that masks don't keep you from getting it.",
Wear a mask... ,
"@seanfeucht @NectarDrops I wonder how many people will be dead within a month, directly linked with COVID transmission from this event. No one is wearing a mask within thousands of people. This is a disaster. Hope you all prayed for ventilators for those you infect. #Sacramento #SacramentoCOVIDfest",
"Over the last few weeks, covid has started strike a whole lot closer to home. To say that it’s frustrating to see people be so selfish, is an understatement! Basically, if u think it’s safe...it’s probs not. wear a mask! Thx!",
"@s_brown0309 @Robert30730140 @ArielGonzalez_1 @maggieNYT Her mask protects others...its like condom - when I wear a condom, it doesn’t keep me from getting pregnant, it keeps me from getting someone else pregnant.",
"@JessicaGimeno @Tinu My apartment is telling me there are no mask rules. Like come on, I’ve sent the rules several times. Our sheriff decided he won’t be enforcing the “political move” of our governor to enforce COVID rules - he sent out a bulletin saying they won’t be responding to failure to comply",
You’re required to wear clothes and shoes to enter a store. Why is wearing a mask any different? #MaskUpMT to save your communities. ,
@jeffconnelly32 @MBTA @MassGovernor I pray they do something. So many people are on the bus and trains with no mask and the trains are crowded. I'm not sure how that falls under social distancing.,
Wear your damn masks!! ,
Stay the FUCK HOME. WEAR A DAMN MASK. ,
You can’t reopen most schools unless you vaccinate most K-12 students. This round of vaccinations is only recommended for children 16+. When will the pediatric version be available? Plus you must vaccinate families (pods) to make it effective. #WearAMaskSaveALife 😷 ,
Corona virus is still in the air People seem to forget Stay safe. Wear a mask and wash your hands,
❤️🌻🌷❤️🌸🌼❤️🌺💐❤️🌻🌸Spread Love ❤️ not germs &amp; feel the force of flower power ~ Now available ~ our face mask 😷 with original artwork on sale to aid women in need &amp; Feeding America ~ #spreadlovenotgerms #covid19 #facemask #supportwomen #womeninneed ,
Just read part 3. I have to wear a mask per my employer. Not science.,
@NorthForestHigh Community PLEASEEEE stay safe! No one is exempt from this virus. WE need you here so #MASKUP please. ☺️❣️@NFHSFACE @Rene_Lugo1 @CounselorsNfhs @veronicamp8 ,
What the Fuck people! You can keep yourself safe from Covid by wearing a fucking MASK ! You can’t say that or stay safe from cancer! Wake The Fuck Up!,
Continue to wear a mask in public and practice social distancing measures ,
"Wear a mask, please! ",
@Alyssa_Milano Wear a mask people!! #scaryfunny ,
Wear a mask ,
Okay people listen. Masks are a part of BSI precautions. Body. Substance. Isolation. They have been a part of healthcare forever. You never want anything from another person to invade your body. (Sex excluded) Blood. Urine. Feces. And Covid!!! #WearADamnMask,
