id,tweet
236,Thanks to @Not2ShabbyBklyn  for this #pushupchallenge during this #Corona crisis. Hope everyone is staying safe! It sucks not seeing my basketball bros on Wednesdays so letâ€™s stay in shape by doing pushups. @m_gray6â€¦ https://t.co/bR1DkP4gwe
237,"My friend,
Your are wrong and ignorant. Safe distance may be better precautions.
Ignore my comments if you donâ€™t like. https://t.co/Legdq2yFGM"
238,nothing i hate more than when corona talks abt anime
239,Are you awake yet? You must have been asleep for the last month or two! https://t.co/EdI7Oxf75J
240,"This happened to me..

But not during corona ðŸ˜©ðŸ˜©ðŸ˜© https://t.co/otZwTwbbn7"
241,@JeffreeStar if u r still doing cash giveaways Iâ€™d be very appreciative. I work for a diner that laid me off until further notice due to corona. I live off the tips I make and without them itâ€™s going to be really rough. I know I sound pathetic but anything helps $SamuelDoucette
242,The first few weeks/months of my daughters life. Instead Iâ€™m paranoid she will get sick &amp; keep having nightmares that something happens to her. Itâ€™s exhausting. https://t.co/5EBHzfycBC
243,"Corona cray cray commentary.  ðŸ¤¯ðŸ¤ªðŸ˜¬ðŸ¤¦ðŸ¼â€â™€ï¸ðŸ™‹ðŸ¼â€â™€ï¸ðŸ¤·ðŸ¼â€â™€ï¸ wiiiiiiii #corona #craycray #malibu #quarantine #kickingin #reality #feelinit #aaaahhhh #breathe @ Malibu, California https://t.co/MVB4mVv3t8"
244,"Okie From Muskogee in desolate Glendale, CA in another Twilight Zone day of Corona USA. Almost peaceful if not so eerie. #CoronavirusPandemic https://t.co/ktw3LbzDig"
245,Dyllon sweetheart nooooâ˜ ï¸ðŸ˜‚ https://t.co/RiXf8wpJjX
246,"Dropped pin Near HoHoe'$ St &amp; Cul de Sac Corona 3 tresðŸ”¥ðŸ‘¹ðŸ‘ºðŸ”¥ðŸ‘‡ðŸ–•ðŸ¿ðŸ–•ðŸ¿ðŸ–•ðŸ¿ðŸ–•ðŸ¿ðŸ–•ðŸ¿ðŸ–•ðŸ¿ðŸ”¥ðŸ‘¹ðŸ‘ºðŸ”¥ðŸ‘‡
https://t.co/Dvn84vA5fq"
247,What the F https://t.co/lMpKLZrxPL
248,2012 B.C (before corona) https://t.co/S1Kh3c4PDm
249,"@_AR107 alright bet, but 1st let this corona shit go away &amp; 2nd lemme get a bf ðŸ¥ºðŸ˜”"
250,"*NEW* This is important, please sign: Tell Tech Companies to Stop Powering ICE During #Coronavirus! This is the time. Silicon Valley has to take a stance.
via @conMijente https://t.co/mGI4uCRqx6 #AbolishICE #NoTechForICE"
251,Ok but could you imagine if Joe Exotic actually won the presidency and he was dealing with the corona virus outbreak???
252,@angelspackers2 Jesus Christ I just had to block Kristian for flaming me over my justifying though not agreeing with a mean twitter joke that someone else started over a guy spreading a false corona virus conspiracy theory.
253,Corona virus ? Iâ€™m only getting fucked out by the rain we got ðŸ˜‚
254,"The streets are clear and the neighborhood is peaceful.  Sadly it reminds me of Hand Maids Tale and The Corona affect of isolation.  Not to be sad about it, but itâ€™s sad.  So, where is theâ€¦ https://t.co/TzVWvLE2At"
255,All I need right now but yo #corona #covid_19 bullshit keeping me from innout . my 4x4 and 2 orders of well done and regular fries #imissyou #innout #photography #art #food #glendale #california #losangeles #placesâ€¦ https://t.co/WKgD9EnjQl
256,"Corona virus, is speeding this up lol. https://t.co/z0XQBiEE79"
257,eagerly awaiting the corona extra rebrand
258,"ER Doctor in NY pleads trump to take corona virus seriously. Here's her open letter to trump and why she thinks if we follow his coronavirus plan, it won't just be dangerous, it'll be deadly. https://t.co/0M9OIU7KoS via @HuffPost"
259,This corona virus got non-essential and essential employees fighting in these streets! ðŸ˜‚ðŸ¤£ðŸ˜‚ðŸ¤£
260,"Real #sourdough bread. Learning to #bake healthy, inexpensive, #organic real food.  DELICIOUSNESS 
#stayhomechallenge #blessedbeyondmeasure #qigong #farmlife #corona #innersmile #cannabiscommunity #yoga #420 #1111â€¦ https://t.co/t5cZCnYM1b"
261,And the 25th Amendment will have to be invoked. https://t.co/9bsGP297Fe
262,Corona virus got me so productive I built a time machine catch you guys at the end of the world
263,I need to lift some weights fr. Who got the house gym? Iâ€™m corona free.
264,"What yâ€™all call it ðŸ‘€ 

COVID-19 
Corona 
Rona"
265,"@thisisrozzi did a live on insta today! Go check it out! Here is a snippet of 66 days - Corona Version!! ðŸ˜‚ðŸ¤£

Thanks Rozzi! Made my week!! https://t.co/pXZabWp34g"
266,"@JadenIvyy No cap, Iâ€™ll be home soon hopefully, this corona virus is fucking everything up"
267,"Neighborhood walks are the new normal. 
*
Please be safe everyoneâ¤ï¸
*
#stayhome #socialdistancing #corona #coronavirus #covid_19 #shelterinplace #bestrong #besafe #compassion #love #weareinthistogether #globalâ€¦ https://t.co/0ug537WVsZ"
268,I nominate the corona virus to stop infecting ~7 billion people ðŸ™ˆ repost on your story if tagged!
269,Honestly after the corona virus who ever wants to hang out tap in ! ðŸ¤ª
270,Wow so this corona virus is all about removing trump? Wtf https://t.co/DT187nn22d
271,cases of corona used to be a mother fucking party now itâ€™s like oooo weeen hash n n Whsududhehdjdjwhwbw stayyyy homemeedede
272,like the piece of shit â€œpresidentâ€ https://t.co/CEgB21ewfr
273,canâ€™t wait to tell my kids how the corona virus fucked up my senior year
274,@HillaryClinton God damn you are a horrible person. Celebrating the number of corona virus cases we have. I have always said I wouldnâ€™t wish something horrible on a person but you have me rethinking that position.
275,I will admit we where afraid of the Corona virus when the stores where becoming empty etc.. but we been praying every night and everything seems and feels so much better now
276,SAME ðŸ˜‚ https://t.co/Md3PYhUxh2
277,@Anthony_tort BRUH I HAD SYMPTOMS SO I TOLD MY PROFESSOR SHE WENT AND TOLD GCC I HAVE CORONA
278,"I can't sleep, this corona has a bitch worried af ðŸ˜­ #bakersfield https://t.co/0dPG6rIaHn"
279,"Available at $15 for a limited time!

ðŸ“™The Good Parts of AWS

https://t.co/nXG6fOqH3I

Authored by ex AWS engineers with 15 years of combined experience. A great read during lockdown. 

Learn about the features you would be foolish not to use!

#AWS #CloudComputing #DevOps #IT"
280,"Fr fr fr fr, can dogs get the corona virus? ðŸ¤” gotta take care of dem dawgs too ðŸ˜¤"
281,This is How China Beat the Corona Virus - https://t.co/Z2DkLdumlT
282,especially the first one tho https://t.co/I4pPoTr6PW https://t.co/gHBcn9paM6
283,"Amazing, absolutely amazing! Even better watching it in the bath...he was singing just to me...LOL! https://t.co/0etQaPb1mU"
284,@barstoolsports Charming AND Handsome? All those guys are gonna get Corona'd. Not the time to be picky.
285,Who mobile that do facials ? B fuc corona this in the house shit ainâ€™t in me ðŸ˜­ðŸ˜‚
286,"#superhot new movie with #prague model #Sabrine and her boyfriend on its way to https://t.co/BWtyelhiQP ðŸ‘©ðŸ¼â€ðŸ’»ðŸŒŸðŸ˜˜ oh and donâ€™t put things in your mouth ðŸ‘„ right? #corona ðŸ˜· @ Malibu, California https://t.co/syrxdbQ1lu"
287,"Im just blaming coronavirus for everything from now on.

Something wrong?

Corona Virus. https://t.co/xVC5xcNMb2"
288,this video will save us from corona https://t.co/HtFqCRDZ5P
289,"See, there's a good reason they weren't invited. She probably would have broke the pen anyway. https://t.co/j6OHyLhwvp"
290,"One month ago, I was having a @corona at a cheeky bar barn in #losalamos , CA. Itâ€™s still my favorite beer. âœŒðŸ¼ @ Los Alamos, California https://t.co/Z8FCGRKE41"
291,"#smog over #losangeles seems to be gone. This same air, BC (Before Corona), was an acrid yellow hue. I'm hoping our AC (After #corona ) skies look like they do in this vid. Have a look at the empty streets, noâ€¦ https://t.co/OSHOCRCXjI"
292,@tanamongeau Corona virus ruined my life https://t.co/GkUlqTt7B7
293,Record breaking over 400+people died in the past 24hrs due to Corona. RIP ðŸ™ðŸ¾ðŸ’”
294,"My Father is in china right now and i canâ€™t stop thinking about him like everyday bc of corona virus! i wanna know how he is, reminding him to wear mask,bring alcohol all the time! He sent me these photos that made me happy tonight! My Coolest Papa is doing good and safe ðŸ™ðŸ» ðŸ’• https://t.co/9SGIpIEd1K"
295,I should toooo https://t.co/7rEkKs7tt7
296,"Corona Virus is a ploy by Animal Crossing, Tiger King, Zoom and all toilet paper companies."
297,Madera got 18 cases of corona
298,Corona Time ruined me going to Serial Grillers ðŸ¥º ðŸ’”
299,"Monday is conquered by berries. Also Iâ€™m behind on so many things and all of my motivation to do helpful things is gone. And hey all, itâ€™s called â€œseasonal allergiesâ€ which is nothing like corona but thanks for your CONCERN. ðŸŒ¸ðŸ™ƒ https://t.co/kCXrlC9eag"
300,"My zoom background would have a large dildo, a penis pump and a 6 pack of Corona on a shelf."
301,@Ham4Ever22 Yeah and that bitches name is corona
302,"Vying for the Darwin Awards. Go ahead, go into your mosques. Inshallah! https://t.co/UYmqyFuvIe"
303,"America really fell behind with the corona virus. While the world is beginning to heal and get back to its norm, the worst is yet to come for the USA"
304,It feels like Corona is coming to kill me with assignments..... All classes have put more homework and less lecture fml y'all..... Help!!!
305,"damonjamesduke haunting image of #lodestar looking not unlike the corona virus.  An artist to watch and cameraman to trust, he can make compelling beauty out of anything ! (I am in nyc ) @ Bombay Beach, California https://t.co/yaynjICjAo"
306,It's not extreme til the guy driving next to you is wearing a gas mask. Another day in Corona USA. #coronavirus https://t.co/HTfi4eQqDX
307,the fact that corona has fucked the perfect 4 year schema that the olympics has fit into the centuries...by one year....it hurts.
308,This corona quarantine has me cryin ever couple hours smh
309,@theabimaria I have a phobia about hospitals Abi Blood death Corona virus oh jeez
310,Iâ€™m not lying...I was just excited to see other people in public. #socialdistancing #corona #bonnieandclyde #stickemup #giveusyourtp @ Vons https://t.co/e84TMroxSz
311,If corona ruins Halloween 2020 I will be infecting all of you.
312,Is this Corona shit over yet?? Iâ€™m just trying to see my old lady
313,@Briszee You have to survive the Corona virus first
314,"A 1.0 magnitude earthquake occurred 5.59mi WSW of Corona, CA. Details: https://t.co/mOVQ7wfftk Map: https://t.co/ALCqfM3e44"
315,if I catch corona I am giving it to my upstairs neighbor on purpose
316,@Glock__Lesnar â€œI DONT GOT CORONA ITS THE ASBESTOS FROM TRAPPIN IN THE TRENCHESâ€
317,"I was literally gonna quit my job a week before this corona shit popped off, now I have one of the few occupations where Iâ€™m needed now more than ever. This shit dummy stressful but at least I can still secure this corona bag."
318,Iâ€™m sick of these damn TikToks corona need to go tf home
319,Are we gonna start Corona confessions?
320,@SarahKSilverman Hopefully heâ€™s praying at one of them tremendous pastors places full of corona
321,"The US has more corona cases than China?
Bullshit"
322,@Zak_Bagans Reported and Blocked another one posing as you. SMH. Have a great day Zak and crew. Hope y'all are ok through this dumb Corona epidemic. ðŸ™ðŸ™ðŸ™ https://t.co/V49drE2b57
323,So I keep getting @pulte notifications and I think Iâ€™m gonna shoot my shot! I am out of work due to corona and some bills are coming up anyway you could help a girl out with some money so I can pay bills and afford groceries? https://t.co/7sJM257hGS
324,Kuhar always drove better after 3 or 4 Coronas-but he was the exception to the rule! Miss that guy ðŸ¥µ https://t.co/DNKQhNbZzi
325,@Michelle_salass dude someone called the corona virus the â€œChineseâ€ virus WHILE ASKING A QUESTION LIVE. so many of us were like uh WHAT ????? Are you stupid or are you stupid.. and ignorant af
326,got takeout from villa CORONA - oh the irony
327,This is true!!!! My doctor had me do this for a sinus infection and said if I had any corona symptoms to keep doing it!!!!! https://t.co/StCtXpDBiK
328,This is a scam!!! https://t.co/n30Q9fXiXs
329,April fools is here and Iâ€™m just waiting to hear that corona was an early Aprilâ€™s fools joke and that Iâ€™m allowed to get back to my normal routine.
330,"Nope, if i got it i got it https://t.co/hbJceClEn0"
331,Corona sux
332,Seriously don't give a fuck anymore about this corona shit. I'm honestly thinking this is a huge fucking hoax. I honestly would rather be fucking dead than be flat fucking broke and have no fucking food in the house.
333,@DoYouEvenLIf There is no known immunity to this novel corona virus.
334,@CadetEdion Chia I tomuch like you ...you are there #he would have given her  sister commissioner of corona virus
335,"What's  next?   Are they going to tell us that climate change causes 
the Corona Virus https://t.co/H09vNeFNNo"
336,I dont know but I think my man got the corona ðŸ˜©
337,Coronavirus: The California Herd https://t.co/VyaO7o3xZp
338,@MrTLexify Go get it from her so you share it 50/50 and she doesnâ€™t have 100% corona
339,@bigpapasami No Iâ€™m sorry itâ€™s the only thing besides corona in my life rn
340,"Might fuck around a get a tattoo :,) once this corona thing is over."
341,Yeah Iâ€™m good on that test https://t.co/lq5dYFWQhE
342,They really out here pokin brains https://t.co/zkrNiDmt6v
343,Lmfao!!! https://t.co/ywRenmiQZI
344,We use the corona virus briefing to tackle the war on drugs??? https://t.co/gRDApuuJZa
345,nawww you gmfu https://t.co/QA9UvYH1Lh
346,Youâ€™ll get more balanced truth out of your wine than you will/would out of his corona-presser. https://t.co/DyYhSEca3Y
347,Corona virus really put here making people delusional. https://t.co/n48AUIUUHR
348,It was online via zoom. I filmed it at my house. People joined online and we did the workout. It was all 100% corona free ðŸ˜· https://t.co/zct1x4dt81
349,@yeseniakm2 I have coronaðŸ˜· stay at home!
350,"too much corona time, adios freshman year https://t.co/otsnmxC57X"
351,"VDH:
America Still a Global Leader Even in a Time of Crisis https://t.co/pxwliqkv2X"
352,"@MeghanMcCain God's way of saying you're not Worthy of motherhood, MISS CARRIAGE https://t.co/PgENmKritX"
353,"@rayleengale Thatâ€™s assuming summer temps have any effect. It is possible that this strain of corona virus DOES NOT â€˜disappearâ€™ or move to the Southern Hemisphere. It is present in NZ, Australia and Saudi Arabian peninsula  now, as well as parts of North Africa."
354,"Victor Davis Hanson: US leads coronavirus fight â€” world looks to America now and for recovery

https://t.co/dCDNN3XKQw"
355,"Me: is sad that my internet is gonna be shit until the corona virus shit blows over
Also me: realizes that I can use my lack of internet as an excuse to not take online classes. 

America is so fucked rn https://t.co/t9ppMoHsaI"
356,"@rayleengale @sar_oso â€œPeak monthâ€ is a projection or WAG based on studies of prior corona virus behavior. This strain is more contagious, virulent and deadlier. Itâ€™s properties are still to be discovered. Some see peak occurring as late as June. We can only hope. I donâ€™t want to die, yet. Only 73+."
357,"ðŸ¤¯ðŸ¤©ðŸ¤©â€EXCALIBURâ€ with all brass featuresâ€”-Special vise today!!!!!!- the â€œGolden Troutâ€  or â€œCorona Goldâ€Order it today while we are still open!!!!
800 dynakin Ext 23.  Or karen@dyna-King.com @ Dyna-King, Inc. https://t.co/5mePykpasM"
358,And just like that corona virus is gone https://t.co/SuYdTbdwTM
359,"Four Parts of Corona Virus Home Based Baseball Training: A911
1.Strength and Conditioning
2.Catch/Long Toss/ Flat Grounds/ Bullpens/Target Toss/Wall Ball
3.Hitting-Live arm/ BP/ Tee Swings/ Stamina Strength Speed/ Compete in Box/ Develop Discpline to Speed swinging/
4.MENTAL GAME https://t.co/kgtKmcg5Hj"
360,"@SenatorLoeffler @ReverendWarnock
Kelly decided to sell Millions worth of her stock in the days &amp; weeks after an all Senator Private Meeting on Corona Virus !

She then Bought Stock in a Company making Corona Virus Protective Gear!!

CORRUPT!!!!!!

Vote for Reverend Warnock! https://t.co/m7CmVOoTJ8"
361,"In three days I went from â€œit looks weird to wear a mask,â€ to â€œit feels weird to wear a mask,â€ to â€œwho are those weirdos not wearing masks?â€
.
Rona corona maskerona! https://t.co/uGUL10CnpD"
362,"@IvankaTrump Listen to the Coach because President Daddy couldn't be bothered to listen to US Health Officials in December about the seriousness of the Corona Virus !!!

Daddy was busy holding Rallies and Playing Golf!

Disgusting ðŸ¤® https://t.co/xd3smUlHgo"
363,"@HHSGov @GOPLeader @TheJusticeDept Feb 7, 2020 - Sec Pompeo facilitated 17.8 tons masks, gowns, respirators and other vital materials to China.

Trump was Warned in December by US Health Officials how Serious Corona Virus was.

Trump went to Rallies and Golfed !!! https://t.co/QZuLJZaMYA"
364,Girl late last year I was dyyyying for 2 weeks and thought I had bronchitis. All I could do was lay there and watch @shanedawson https://t.co/crAlXuYsjD
365,"@axios @GOPLeader Feb 7, 2020 - Sec Pompeo facilitated 17.8 tons masks, gowns, respirators and other vital materials to China.

Trump was Warned in December by US Health Officials how Serious Corona Virus was.

Trump went to Rallies and Golfed !!! https://t.co/QZuLJZaMYA"
366,"@repgregwalden @GOPLeader @USTreasury Feb 7, 2020 - Sec Pompeo facilitated 17.8 tons masks, gowns, respirators and other vital materials to China.

Trump was Warned in December by US Health Officials how Serious Corona Virus was.

Trump went to Rallies and Golfed !!! https://t.co/QZuLJZaMYA"
367,"What he did say is recorded, why do people forget https://t.co/sYDICWMqBy"
368,"@senatemajldr Feb 7, 2020 - Sec Pompeo facilitated 17.8 tons masks, gowns, respirators and other vital materials to China.

Trump was Warned in December by US Health Officials how Serious Corona Virus was.

Trump went to Rallies and Golfed !!! https://t.co/QZuLJZaMYA"
369,"@Jim_Jordan Feb 7, 2020 - Sec Pompeo facilitated 17.8 tons masks, gowns, respirators and other vital materials to China.

Trump was Warned in December by US Health Officials how Serious Corona Virus was.

Trump went to Rallies and Golfed !!! https://t.co/QZuLJZaMYA"
370,"@Jim_Jordan Feb 7, 2020 - Sec Pompeo facilitated 17.8 tons masks, gowns, respirators and other vital materials to China.

Trump was Warned in December by US Health Officials how Serious Corona Virus was.

Trump went to Rallies and Golfed !!! https://t.co/QZuLJZaMYA"
371,"@michaeljknowles @DonaldJTrumpJr Feb 7, 2020 - Sec Pompeo facilitated 17.8 tons masks, gowns, respirators and other vital materials to China.

Trump was Warned in December by US Health Officials how Serious Corona Virus was.

Trump went to Rallies and Golfed !!! https://t.co/QZuLJZaMYA"
372,"@brad_polumbo @DonaldJTrumpJr @Salon @AmandaMarcotte Feb 7, 2020 - Sec Pompeo facilitated 17.8 tons masks, gowns, respirators and other vital materials to China.

Trump was Warned in December by US Health Officials how Serious Corona Virus was.

Trump went to Rallies and Golfed !!! https://t.co/QZuLJZaMYA"
373,"@ForAmerica @DonaldJTrumpJr Feb 7, 2020 - Sec Pompeo facilitated 17.8 tons masks, gowns, respirators and other vital materials to China.

Trump was Warned in December by US Health Officials how Serious Corona Virus was.

Trump went to Rallies and Golfed !!! https://t.co/QZuLJZaMYA"
374,"@Surabees @DonaldJTrumpJr Feb 7, 2020 - Sec Pompeo facilitated 17.8 tons masks, gowns, respirators and other vital materials to China.

Trump was Warned in December by US Health Officials how Serious Corona Virus was.

Trump went to Rallies and Golfed !!! https://t.co/QZuLJZaMYA"
375,"@DonaldJTrumpJr YIKES !!!!

Feb 7, 2020 - Sec Pompeo facilitated 17.8 tons Masks, Gowns, Respirators and other Vital Materials to China!!!!

Trump was Warned in December by US Health Officials how Serious Corona Virus was!!

Trump went to Rallies and Golfed !!! https://t.co/QZuLJZaMYA"
376,"@SenAlexander @realDonaldTrump @GovBillLee Feb 7, 2020 - Sec Pompeo facilitated 17.8 tons Masks, Gowns, Respirators and other Vital Materials to China!

Trump was Warned in December by US Health Officials how Serious Corona Virus was!

Trump went to Rallies and Golfed !!! https://t.co/QZuLJZaMYA"
377,"@StormIsUponUs @realMikeLindell @Jordan_Sather_ The Devil is Trump!

Feb 7, 2020 - Sec Pompeo facilitated 17.8 Tons Masks, Gowns, Respirators and other Vital Materials to China!

Trump was Warned in December by US Health Officials how Serious Corona Virus was!

Trump went to Rallies and Golfed !!! https://t.co/QZuLJZaMYA"
378,"@SenHydeSmith @msstate @MSUEngineering @MaroonResearch Feb 7, 2020 - Sec Pompeo facilitated 17.8 Tons of Masks, Gowns, Respirators and other Vital Materials to China!

Trump was Warned in December by US Health Officials how Serious Corona Virus was!

Trump went to Rallies and Golfed !!! https://t.co/QZuLJZaMYA"
379,"@SenJoniErnst @USTreasury @POTUS Feb 7, 2020 - Sec Pompeo facilitated 17.8 Tons of Masks, Gowns, Respirators and other Vital Materials to China!

Trump was Warned in December by US Health Officials how Serious Corona Virus was!

Trump went to Rallies and Golfed !!! https://t.co/QZuLJZaMYA"
380,"@DineshDSouza LIMITED SUPPLIES TO AMERICANS!

Feb 7 - Sec Pompeo facilitated 17.8 Tons of Masks, Gowns, Respirators and Other Vital Materials to China!

Trump was Warned in December by US Health Officials how Serious Corona Virus was!

Trump went to Rallies and Golfed ! https://t.co/QZuLJZaMYA"
381,"@MarshaBlackburn LIMITED SUPPLIES TO AMERICANS!

Feb 7 - Sec Pompeo facilitated 17.8 Tons of Masks, Gowns, Respirators and Other Vital Materials to China!

Trump was Warned in December by US Health Officials how Serious Corona Virus was!

Trump went to Rallies and Golfed ! https://t.co/QZuLJZaMYA"
382,"@SenAlexander @myTDOT LIMITED SUPPLIES TO AMERICANS!

Feb 7 - Sec Pompeo facilitated 17.8 Tons of Masks, Gowns, Respirators and Other Vital Materials to China!

Trump was Warned in December by US Health Officials how Serious Corona Virus was!

Trump went to Rallies and Golfed ! https://t.co/QZuLJZaMYA"
383,"@RoyBlunt LIMITED SUPPLIES TO AMERICANS!

Feb 7 - Sec Pompeo facilitated 17.8 Tons of Masks, Gowns, Respirators and Other Vital Materials to China!

Trump was Warned in December by US Health Officials how Serious Corona Virus was!

Trump went to Rallies and Golfed ! https://t.co/QZuLJZaMYA"
384,"@SenTedCruz @USTreasury LIMITED SUPPLIES TO AMERICANS!

Feb 7 - Sec Pompeo facilitated 17.8 Tons of Masks, Gowns, Respirators and Other Vital Materials to China!

Trump was Warned in December by US Health Officials how Serious Corona Virus was!

Trump went to Rallies and Golfed ! https://t.co/QZuLJZaMYA"
385,"@PennyinMaine @SenatorCollins @SenateAging @SaraGideon LIMITED SUPPLIES TO AMERICANS!

Feb 7 - Sec Pompeo facilitated 17.8 Tons of Masks, Gowns, Respirators and Other Vital Materials to China!

Trump was Warned in December by US Health Officials how Serious Corona Virus was!

Trump went to Rallies and Golfed ! https://t.co/QZuLJZaMYA"
386,"@marcorubio LIMITED SUPPLIES TO AMERICANS!

Feb 7 - Sec Pompeo facilitated 17.8 Tons of Masks, Gowns, Respirators and Other Vital Materials to China!

Trump was Warned in December by US Health Officials how Serious Corona Virus was!

Trump went to Rallies and Golfed ! https://t.co/QZuLJZaMYA"
387,"@JuddPDeere45 @IvankaTrump @realDonaldTrump @WhiteHouse @SBAgov @USTreasury LIMITED SUPPLIES TO AMERICANS!

Feb 7 - Sec Pompeo facilitated 17.8 Tons of Masks, Gowns, Respirators and Other Vital Materials to China!

Trump was Warned in December by US Health Officials how Serious Corona Virus was!

Trump went to Rallies and Golfed ! https://t.co/QZuLJZaMYA"
388,"@peterjhasson @ChrisLoesch @AndrewKerrNC LIMITED SUPPLIES TO AMERICANS!

Feb 7 - Sec Pompeo facilitated 17.8 Tons of Masks, Gowns, Respirators and Other Vital Materials to China!

Trump was Warned in December by US Health Officials how Serious Corona Virus was!

Trump went to Rallies and Golfed ! https://t.co/QZuLJZaMYA"
389,"@DrewHolden360 @ChrisLoesch @brianstelter LIMITED SUPPLIES TO AMERICANS!

Feb 7 - Sec Pompeo facilitated 17.8 Tons of Masks, Gowns, Respirators and Other Vital Materials to China!

Trump was Warned in December by US Health Officials how Serious Corona Virus was!

Trump went to Rallies and Golfed ! https://t.co/QZuLJZaMYA"
390,"@seanhannity LIMITED SUPPLIES TO AMERICANS!

Feb 7 - Sec Pompeo facilitated 17.8 Tons of Masks, Gowns, Respirators and Other Vital Materials to China!

Trump was Warned in December by US Health Officials how Serious Corona Virus was!

Trump went to Rallies and Golfed ! https://t.co/QZuLJZaMYA"
391,"@seanhannity LIMITED SUPPLIES TO AMERICANS!

Feb 7 - Sec Pompeo facilitated 17.8 Tons of Masks, Gowns, Respirators and Other Vital Materials to China!

Trump was Warned in December by US Health Officials how Serious Corona Virus was!

Trump went to Rallies and Golfed ! https://t.co/QZuLJZaMYA"
392,Spencer James finna try to find a cure for Corona cause its affecting his block
393,They are really going to want to cancel out the next one. https://t.co/U5kOOkbQAi
394,"Ainâ€™t nobody on my timeline , corona must of got yall"
395,"https://t.co/FSWIY37Hqd

CA Grimm kids â€œcorona staycation coping mechanismâ€. Subscribe for future video updates. ðŸ˜‰"
396,"Wow, un-employment claims are vastly exceeding the cases of corona virus! Does that make sense?"
397,Iâ€™ve been so isolated from the news that this corona scandal rlly got me like â€œO you got corona? Just get betterâ€
398,"@DeanObeidallah @MaryanneChisho2 ThÃ© corona virus, or Covi19, does not care about politics or religion. Darwinism, or natural selection, will have its way, much to the dismay of those chosen."
399,This Corona virus is the best thing to happen for Mother Nature in terms of what we could do about pollution
400,"Looking back is no longer an option. What do we even call that time period? Pre-contagion perhaps. All we hear now is â€œnew normalâ€ and at some point we weâ€™ll call this time â€œpost corona.â€â €
Whats your new normal lookâ€¦ https://t.co/Ev1q91YNQ9"
401,Just finished studying this excellent piece by @13pt and @carlzimmer with the kids. We unanimously voted for NSP4 â€œthe bubble makerâ€ ðŸ˜ª and NSP10 â€œthe camouflage artistâ€ ðŸ˜Ž as the two proteins scientists should work on to destroy corona. https://t.co/Sock9xan5i https://t.co/dqkqC1iQ6h
402,How can any beer to which you add lime slices and create fufu drinks be considered non-essential? https://t.co/dhVs2ZghWP
403,"Fuck that, Iâ€™m heading to the store tomorrow then ðŸ˜© https://t.co/QNVY0ihdVw"
404,@jerzymare @johnpavlovitz @realDonaldTrump President Trump is not responsible for the Corona virus outbreak! He didnâ€™t cause it! Where is your criticism of China?
405,@_jessssrn What if weâ€™re just trying to get boba with you after this corona shit?
406,Stupid corona... https://t.co/q4vQfpsWmw
407,When you want to go out and chill but all signs point to #GoHome!! ðŸ˜‚ðŸ˜‚ â€¢â€¢â€¢ #TAG SUM1 THAT CANT KEEP THEIR ASS HOME! #Rona #corona #virus #socialdistancing #quarantine #stayathome #nurse #trumpvirus #week4â€¦ https://t.co/rvTncM1k9z
408,@_fattyyyy_ Donâ€™t sleep dude save that corona over time ðŸ˜˜
409,"Iâ€™ve been more cautious the past few weeks germ wise than probably ever and I end up sick. If I have le corona, I love you all. https://t.co/Tm1vh6NCTo"
410,"First toilet paper, now this ðŸ˜¨ðŸ˜¨ https://t.co/rSdTf6pnnR"
411,"Finally!! 1st glass of wine since pre Corona! #googlehangouts with my gal pals!! #tgif #bff tvinewinery #zinfandel #wine @ Sonoma County, California https://t.co/ArHknpoOOH"
412,This shit canâ€™t get any worse https://t.co/YM2ZbebSRx
413,"Marines:

Battalion Commander: Make memes on how we can defeat the corona virus"
414,"@keirrawilson I have corona...

Modelo...

Budlight...

Vodka...

Whiskey..."
415,Can my alerts pleeeeease stop telling me that I was supposed to be at a @COIN concert right now before the Corona Virus ruined everything!? I AM AWARE ðŸ™ƒ https://t.co/UH67Pmxzb0
416,"Corona Virus, Earthquake and now no electricity! The Purge is next... https://t.co/kSHIbMsFUq"
417,@Miyahoka Happy Birthday!  But donâ€™t drink a Corona (beer) - a little humor for yaâ€™
418,When in doubt....call upon the Wu!! Limited time only corona special for that someone special with no life rn and a serious love of the Wu tang clan !! #rebelwear #wutangclan #protectyaneck lol!!!! #ladyrubyrebelâ€¦ https://t.co/6clAQTaiTq
419,"*#corona just vibing*

god: â€œthis is boring how bout a little spice.. ahh yes an #earthquakeâ€

everyone: https://t.co/pdL6PTsKOx"
420,They better shelter in place for life âœŒðŸ¼âœŒðŸ¼ https://t.co/Fp1J0YFX9d
421,Traveling thru old photos until the quarantine ends. ðŸ’™ðŸ’™ðŸ’™#stayathomechallenge #wanderlust #noroadchef #bigsur #cali #bestcoast #corona @ Pfeiffer Beach https://t.co/TkGLOWRDhF
422,Fox News lied and people died! https://t.co/3BhA98R2Eu
423,Im convinced nate and omar have corona virus now
424,"The lie I told my self coming to JAðŸ‡¯ðŸ‡² until I realize itâ€™s tax and Corona seasonðŸ˜’.            Returning to LA after spending two days in the Sequoia forestðŸŒ³ shooting a short film ðŸŽž @ Sequoia National Park, California https://t.co/gZKzrNOzF8"
425,all i gotta say is fuck that motherfucker fuckin dumb ass bitch who started this corona pandemic. fuck your mom. fuck your dad. fuck uuuuuuuuuuuu.
426,Can the corona virus like chill im tryna live my life to the fullest
